"Category","ConfigKey","WindowsValue","LinuxCommand","Notes","Phase","Scope"
"Firewall","fw_rule","Cast to Device streaming server (RTSP-Streaming-In)|Inbound|Allow|True|TCP|23554,23555,23556|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (HTTP-Streaming-In)|Inbound|Allow|True|TCP|10246|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (HTTP-Streaming-In)|Inbound|Allow|True|TCP|10246|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player x86 (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player x86 (UDP-Out)|Outbound|Allow|False|UDP|Any|Any|%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - Media Streaming (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|upnphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - SSDP (UDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","BranchCache Content Retrieval (HTTP-Out)|Outbound|Allow|False|TCP|Any|80|SYSTEM|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - Media Streaming (TCP-In)|Inbound|Allow|False|TCP|2869|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Key Management Service (TCP-In)|Inbound|Allow|False|TCP|1688|Any|%SystemRoot%\system32\sppextcomobj.exe|sppsvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTCP-Streaming-In)|Inbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (UDP-Out)|Outbound|Allow|False|UDP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTSP-Streaming-In)|Inbound|Allow|True|TCP|23554,23555,23556|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - Media Streaming (UDP-Out)|Outbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-Out)|Outbound|Allow|False|UDP|Any|Any|%SystemRoot%\ehome\ehshell.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - RTSP (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\ehome\ehshell.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device UPnP Events (TCP-In)|Inbound|Allow|True|TCP|2869|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Portable Devices (UPnPHost-Out)|Outbound|Allow|False|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|upnphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Portable Devices (SSDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTP-Streaming-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Portable Devices (SSDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - Device Validation (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\ehome\mcrmgr.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device SSDP Discovery (UDP-In)|Inbound|Allow|True|UDP|PlayToDiscovery|Any|%SystemRoot%\system32\svchost.exe|ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","BranchCache Hosted Cache Client (HTTP-Out)|Outbound|Allow|False|TCP|Any|80,443|SYSTEM|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - Service (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|mcx2svc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - UPnP (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (qWave-TCP-Out)|Outbound|Allow|False|TCP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (qWave-UDP-Out)|Outbound|Allow|False|UDP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - SSDP (UDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device functionality (qWave-TCP-In)|Inbound|Allow|True|TCP|2177|Any|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (HTTP-Streaming-In)|Inbound|Allow|True|TCP|10246|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (qWave-UDP-Out)|Outbound|Allow|False|UDP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (HTTP-Streaming-In)|Inbound|Allow|False|TCP|10243|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (UDP-Out)|Outbound|Allow|False|UDP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Portable Devices (UPnP-Out)|Outbound|Allow|False|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (HTTP-Streaming-Out)|Outbound|Allow|False|TCP|Any|10243|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Portable Devices (UPnP-In)|Inbound|Allow|False|TCP|2869|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (SSDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","File and Printer Sharing over SMBDirect (iWARP-In)|Inbound|Allow|False|TCP|5445|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (UPnP-Out)|Outbound|Allow|False|TCP|Any|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (Streaming-TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (qWave-TCP-Out)|Outbound|Allow|False|TCP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Key Management Service (TCP-In)|Inbound|Allow|False|TCP|1688|Any|%SystemRoot%\system32\sppextcomobj.exe|sppsvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (SSDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - XSP (TCP-In)|Inbound|Allow|False|TCP|3390|Any|%SystemRoot%\system32\svchost.exe|termservice","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device functionality (qWave-UDP-Out)|Outbound|Allow|True|UDP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - qWave (TCP-Out)|Outbound|Allow|False|TCP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - qWave (UDP-Out)|Outbound|Allow|False|UDP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - RTSP (TCP-In)|Inbound|Allow|False|TCP|554,8554,8555,8556,8557,8558|Any|%SystemRoot%\ehome\ehshell.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (Streaming-UDP-In)|Inbound|Allow|False|UDP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cloud Identity (TCP-Out)|Outbound|Allow|True|TCP|Any|443|%SystemRoot%\system32\svchost.exe|cloudidsvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (HTTP-Streaming-Out)|Outbound|Allow|False|TCP|Any|10243|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device functionality (qWave-UDP-In)|Inbound|Allow|True|UDP|2177|Any|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (Streaming-UDP-In)|Inbound|Allow|False|UDP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Portable Devices (TCP-Out)|Outbound|Allow|False|TCP|Any|15740|%SystemRoot%\system32\wudfhost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (UDP-In)|Inbound|Allow|False|UDP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player x86 (UDP-In)|Inbound|Allow|False|UDP|Any|Any|%ProgramFiles(x86)%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - WMDRM-ND/RTP/RTCP (UDP-In)|Inbound|Allow|False|UDP|7777,7778,7779,7780,7781,5004,5005,50004,50005,50006,50007,50008,50009,50010,50011,50012,50013|Any|%SystemRoot%\ehome\ehshell.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTSP-Streaming-In)|Inbound|Allow|True|TCP|23554,23555,23556|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (qWave-TCP-In)|Inbound|Allow|False|TCP|2177|Any|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (UDP-In)|Inbound|Allow|False|UDP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmpnetwk.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (UPnPHost-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|upnphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","BranchCache Hosted Cache Server (HTTP-In)|Inbound|Allow|False|TCP|80,443|Any|SYSTEM|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (Streaming-UDP-Out)|Outbound|Allow|False|UDP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (UPnP-In)|Inbound|Allow|False|TCP|2869|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTCP-Streaming-In)|Inbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (qWave-UDP-In)|Inbound|Allow|False|UDP|2177|Any|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (qWave-TCP-In)|Inbound|Allow|False|TCP|2177|Any|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - Device Provisioning (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\ehome\mcx2prov.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTP-Streaming-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTP-Streaming-Out)|Outbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - qWave (UDP-In)|Inbound|Allow|False|UDP|2177|Any|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Portable Devices (TCP-Out)|Outbound|Allow|False|TCP|Any|15740|%SystemRoot%\system32\wudfhost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Media Center Extenders - HTTP Streaming (TCP-In)|Inbound|Allow|False|TCP|10244|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device streaming server (RTCP-Streaming-In)|Inbound|Allow|True|UDP|Any|Any|%SystemRoot%\system32\mdeserver.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","BranchCache Peer Discovery (WSD-In)|Inbound|Allow|False|UDP|3702|Any|%systemroot%\system32\svchost.exe|PeerDistSvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Cast to Device functionality (qWave-TCP-Out)|Outbound|Allow|True|TCP|Any|2177|%SystemRoot%\system32\svchost.exe|Qwave","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","BranchCache Hosted Cache Server(HTTP-Out)|Outbound|Allow|False|TCP|80,443|Any|SYSTEM|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player (UDP-In)|Inbound|Allow|False|UDP|Any|Any|%ProgramFiles%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Media Player Network Sharing Service (Streaming-TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%PROGRAMFILES%\Windows Media Player\wmplayer.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","mDNS (UDP-In)|Inbound|Allow|True|UDP|5353|Any|%SystemRoot%\system32\svchost.exe|dnscache","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)|Inbound|Allow|False|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Group Policy (TCP-Out)|Outbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|gpsvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-Out)|Outbound|Allow|False|UDP|Any|137|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msdtc.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (GRE-Out)|Outbound|Allow|False|47|Any|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Name-Out)|Outbound|Allow|True|UDP|Any|137|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Remote Management - Compatibility Mode (HTTP-In)|Inbound|Allow|False|TCP|80|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)|Inbound|Allow|False|ICMPv4|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnPHost-Out)|Outbound|Allow|True|TCP|Any|2869|%SystemRoot%\system32\svchost.exe|upnphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (TCP-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\msra.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\p2phost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","mDNS (UDP-In)|Inbound|Allow|True|UDP|5353|Any|%SystemRoot%\system32\svchost.exe|dnscache","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Time Exceeded (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Netlogon Service Authz (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\System32\lsass.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (WMI-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|winmgmt","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Volume Management - Virtual Disk Service (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\vds.exe|vds","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-Out)|Outbound|Allow|True|UDP|546|547|%SystemRoot%\system32\svchost.exe|dhcp","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\msdtc.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","DIAL protocol server (HTTP-In)|Inbound|Allow|True|TCP|10247|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Secure Socket Tunneling Protocol (SSTP-In)|Inbound|Allow|False|TCP|443|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)|Inbound|Allow|False|ICMPv4|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Report (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Device Management Sync Client (TCP out)|Outbound|Allow|True|TCP|49152-65535|Any|%SystemRoot%\system32\omadmclient.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (SSDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Query (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|Eventlog","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-In)|Inbound|Allow|False|UDP|3702|Any|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-Out)|Outbound|Allow|True|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Volume Management - Virtual Disk Service Loader (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\vdsldr.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Multicast Listener Report v2 (ICMPv6-In)|Inbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (WMI-In)|Inbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|winmgmt","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Group Policy (NP-Out)|Outbound|Allow|True|TCP|Any|445|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Internet Group Management Protocol (IGMP-In)|Inbound|Allow|True|2|Any|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (Pub-WSD-In)|Inbound|Allow|False|UDP|3702|Any|%SystemRoot%\system32\svchost.exe|fdrespub","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","iSCSI Service (TCP-Out)|Outbound|Allow|False|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|Msiscsi","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Proximity sharing over TCP (TCP sharing-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\proximityuxhost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Distributed Transaction Coordinator (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|ktmrm","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Assistance (SSDP TCP-In)|Inbound|Allow|True|TCP|2869|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Management Instrumentation (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%SystemRoot%\system32\svchost.exe|rpcss","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)|Outbound|Allow|False|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Event Log Management (RPC-EPMAP)|Inbound|Allow|False|TCP|RPCEPMap|Any|%SystemRoot%\system32\svchost.exe|RPCSS","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD EventsSecure-Out)|Outbound|Allow|True|TCP|Any|5358|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - IPv6 (IPv6-Out)|Outbound|Allow|True|41|Any|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Performance Logs and Alerts (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%systemroot%\system32\svchost.exe|rpcss","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (UPnP-In)|Inbound|Allow|False|TCP|2869|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Collaboration Computer Name Registration Service (SSDP-In)|Inbound|Allow|False|UDP|1900|Any|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wireless Display (TCP-In)|Inbound|Allow|True|TCP|Any|Any|%systemroot%\system32\WUDFHost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Peer to Peer Collaboration Foundation (PNRP-Out)|Outbound|Allow|False|UDP|Any|3540|%SystemRoot%\system32\svchost.exe|PNRPSvc","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Wi-Fi Direct Network Discovery (In)|Inbound|Allow|True|Any|Any|Any|%SystemRoot%\system32\dashost.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking - Neighbor Discovery Solicitation (ICMPv6-Out)|Outbound|Allow|True|ICMPv6|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD Events-In)|Inbound|Allow|False|TCP|5357|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (WSD-Out)|Outbound|Allow|False|UDP|Any|3702|%SystemRoot%\system32\svchost.exe|fdphost","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Windows Remote Management (HTTP-In)|Inbound|Allow|False|TCP|5985|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Performance Logs and Alerts (TCP-In)|Inbound|Allow|False|TCP|Any|Any|%systemroot%\system32\plasrv.exe|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Routing and Remote Access (PPTP-Out)|Outbound|Allow|False|TCP|Any|1723|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Performance Logs and Alerts (DCOM-In)|Inbound|Allow|False|TCP|135|Any|%systemroot%\system32\svchost.exe|rpcss","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (NB-Datagram-Out)|Outbound|Allow|False|UDP|Any|138|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","mDNS (UDP-Out)|Outbound|Allow|True|UDP|Any|5353|%SystemRoot%\system32\svchost.exe|dnscache","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)|Outbound|Allow|False|ICMPv4|RPC|Any|System|","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Network Discovery (SSDP-Out)|Outbound|Allow|False|UDP|Any|1900|%SystemRoot%\system32\svchost.exe|Ssdpsrv","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Remote Scheduled Tasks Management (RPC)|Inbound|Allow|False|TCP|RPC|Any|%SystemRoot%\system32\svchost.exe|schedule","","Linux: ufw / firewalld","pre","System"
"Firewall","fw_rule","Connected Devices Platform - Wi-Fi Direct Transport (TCP-In)|Inbound|Allow|True|TCP|Any|Any|%SystemRoot%\system32\svchost.exe|CDPSvc","","Linux: ufw / firewalld","pre","System"
